12346391;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM IRON TRIGO FRUTAS CJX12X200GR;NESTUM IRON TRIGO FRUTAS CJX12X200GR;73800;0;6300
12303997;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM IRON TRIGO MIEL CJX12X200GR;NESTUM IRON TRIGO MIEL CJX12X200GR;76800;0;6550
12304450;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM TRIGO MIEL CJX12X350GR;NESTUM TRIGO MIEL CJX12X350GR;120450;0;10300
12378500;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM TRIGOMIEL IRON CJX14XTIRAX10X30GR;NESTUM TRIGOMIEL IRON CJX14XTIRAX10X30GR;110700;0;8100
12303706;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM TRIGOMIEL RISTRA CJX12XTIRAX8X30G;NESTUM TRIGOMIEL RISTRA CJX12XTIRAX8X30G;75900;6500;850
12200139;NESTLE DE COLOMBIA S.A.;CEREALES NESTUM;NESTUM VAINILLA CJX12X200GR;NESTUM VAINILLA CJX12X200GR;76800;0;6550
12097395;NESTLE DE COLOMBIA S.A.;CREMA DE LECHE NESTLE;CREMA DE LECHE NESTLE CJX30X90GR;CREMA DE LECHE NESTLE CJX30X90GR;45200;18500;1550
8800154;NESTLE DE COLOMBIA S.A.;CREMA DE LECHE NESTLE;CREMA DE LECHE NESTLE CJX48X295GR;CREMA DE LECHE NESTLE CJX48X295GR;234400;59900;4800
12037083;NESTLE DE COLOMBIA S.A.;CREMA DE LECHE NESTLE;CREMA DE LECHE NESTLE D.P. CJX18X186 GR;CREMA DE LECHE NESTLE D.P. CJX18X186 GR;68300;0;4000
12376550;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA D.P ESPARCIBLE CHOCOLA CJX16X300;LECHERA D.P ESPARCIBLE CHOCOLA CJX16X300;120450;0;7700
12167407;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA DOY PACK CJX24X420GR;LECHERA DOY PACK CJX24X420GR;144300;0;6150
12372931;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA ECONOPACK D.P CJX16X320GR;LECHERA ECONOPACK D.P CJX16X320GR;75300;0;4800
12278486;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA LATA CJX9PQTEX12X100GR P12-L13;LECHERA LATA CJX9PQTEX12X100GR P12-L13;141100;0;16000
12211804;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA NESTLE CJX48X395GR;LECHERA NESTLE CJX48X395GR;288500;73750;6150
8800136;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA NESTLE CJX96X100GR;LECHERA NESTLE CJX96X100GR;137400;17600;1500
12167408;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA NESTLE D.P. CJX48X100GR;LECHERA NESTLE D.P. CJX48X100GR;72100;0;1550
12372932;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA NESTLE LIGTH D.P CJX16X300GR;LECHERA NESTLE LIGTH D.P CJX16X300GR;74100;0;4750
12372933;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA NESTLE LIGTH D.P CJX48X100GR;LECHERA NESTLE LIGTH D.P CJX48X100GR;75700;0;1600
12314190;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA NESTLE RISTRA CJX12X26X30;LECHERA NESTLE RISTRA CJX12X26X30;133600;11400;450
12327129;NESTLE DE COLOMBIA S.A.;LECHERA NESTLE;LECHERA NESTLEX420G+CREMA/LECX90G CJX24;LECHERA NESTLEX420G+CREMA/LECX90G CJX24;144300;0;6150
12385975;NESTLE DE COLOMBIA S.A.;MANI;MANI MIX NESTLE CJX6X12X35GR;MANI MIX NESTLE CJX6X12X35GR;94900;16200;1400
103389; FULLER LTDA.;CEPILLOS FULLER;CEPILLO FULLER P/LAVAR R-103389 CJX12;CEPILLO FULLER P/LAVAR R-103389 CJX12;24500;0;2150
103390; FULLER LTDA.;CEPILLOS FULLER;CEPILLO FULLER P/ROPA R103390  CJX12;CEPILLO FULLER P/ROPA R103390  CJX12;31450;0;2750
103392; FULLER LTDA.;CEPILLOS FULLER;CEPILLO FULLER P/ROPA R:392 CJX12;CEPILLO FULLER P/ROPA R:392 CJX12;34600;0;3000
100230; FULLER LTDA.;CEPILLOS FULLER;CEPILLO FULLER PISOS C/MANGO R:230 X12;CEPILLO FULLER PISOS C/MANGO R:230 X12;108050;0;9500
337; FULLER LTDA.;CEPILLOS FULLER;CEPILLO FULLER SUAVE P/AUTOS CJX12 R:337;CEPILLO FULLER SUAVE P/AUTOS CJX12 R:337;123200;0;10750
01044; FULLER LTDA.;CEPILLOS FULLER;CEPILLO FULLER ZAFIRO C/MANGO CJX12;CEPILLO FULLER ZAFIRO C/MANGO CJX12;75200;0;6600
102224; FULLER LTDA.;ESCOBAS FULLER;ESCOBA FULLER C/MANGO RF-102224 CJX12;ESCOBA FULLER C/MANGO RF-102224 CJX12;112700;0;9800
012029; FULLER LTDA.;ESCOBAS FULLER;ESCOBA FULLER R-AGUAMARINA CJX12;ESCOBA FULLER R-AGUAMARINA CJX12;66600;0;5900
012053; FULLER LTDA.;ESCOBAS FULLER;ESCOBA FULLER R-ORQUIDEA CJX12;ESCOBA FULLER R-ORQUIDEA CJX12;51900;0;4600
102228; FULLER LTDA.;ESCOBAS FULLER;ESCOBA FULLER RF-228 C/MANGO MET CJX12;ESCOBA FULLER RF-228 C/MANGO MET CJX12;104000;0;9100
33050;COLOMBIANA DE COMERCIO; PRESTOBARBAS;DES GILLETE GEL X82GR;DES GILLETE GEL X82GR;17300;0;0
23621;COLOMBIANA DE COMERCIO; PRESTOBARBAS;PRESTOBARBA GILLETE 3  CJX12DISPX10;PRESTOBARBA GILLETE 3  CJX12DISPX10;350200;29800;3100
219112;COLOMBIANA DE COMERCIO; PRESTOBARBAS;PRESTOBARBA ULTRAGRIP 2H CARTONX24;PRESTOBARBA ULTRAGRIP 2H CARTONX24;40450;0;1750
7026;COLOMBIANA DE COMERCIO; PRESTOBARBAS;PRESTOBARBA ULTRAGRIP 3H CJX48TIRAX12;PRESTOBARBA ULTRAGRIP 3H CJX48TIRAX12;1326400;28250;2450
80271918;COLOMBIANA DE COMERCIO; PRESTOBARBAS;PRESTOBARBA ULTRAGRIP CJX16PQTEX36TIX12;PRESTOBARBA ULTRAGRIP CJX16PQTEX36TIX12;1180700;75400;2200
22243;COLOMBIANA DE COMERCIO; PRESTOBARBAS;SHAMPOO H&S TIRAX12;SHAMPOO H&S TIRAX12;5300;0;500
5296;COLOMBIANA DE COMERCIO; CUCHILLAS;CUCHILLA MINORA HOJA CARTONX20X5;CUCHILLA MINORA HOJA CARTONX20X5;31200;0;1600
7024;COLOMBIANA DE COMERCIO; CUCHILLAS;MAQUINA MINORA II CJX24XDIPSX24;MAQUINA MINORA II CJX24XDIPSX24;690300;29700;1300
80314053;COLOMBIANA DE COMERCIO;DETERGENTE ARIEL;DETERGENTE ARIEL  PACAX48X225GR;DETERGENTE ARIEL  PACAX48X225GR;96100;0;2100
9433;COLOMBIANA DE COMERCIO;DETERGENTE ARIEL;DETERGENTE ARIEL PCX3X4KG;DETERGENTE ARIEL PCX3X4KG;71650;0;25250
80314196;COLOMBIANA DE COMERCIO;DETERGENTE ARIEL;DETERGENTE ARIEL PCX90X125GR;DETERGENTE ARIEL PCX90X125GR;91500;0;1050
